,lon,lat
141,29.76524236,-0.718793509
142,29.76524236,-0.753793509
143,29.76524236,-0.788793509
144,29.76524236,-0.823793509
145,29.76524236,-0.858793508
146,29.76524236,-0.893793508
147,29.76524236,-0.928793508
148,29.76524236,-0.963793508
149,29.76524236,-0.998793508
150,29.76524236,-1.033793508
151,29.76524236,-1.068793508
152,29.76524236,-1.103793507
153,29.76524236,-1.138793507
154,29.76524236,-1.173793507
155,29.76524236,-1.208793507
156,29.76524236,-1.243793507
157,29.76524236,-1.278793507
158,29.76524236,-1.313793507
159,29.76524236,-1.348793507
160,29.80024236,0.156206487
161,29.80024236,0.121206488
162,29.80024236,0.086206488
163,29.80024236,0.051206488
164,29.80024236,0.016206488
165,29.80024236,-0.018793512
166,29.80024236,-0.053793512
167,29.80024236,-0.088793512
168,29.80024236,-0.123793511
169,29.80024236,-0.158793511
170,29.80024236,-0.193793511
171,29.80024236,-0.228793511
172,29.80024236,-0.263793511
173,29.80024236,-0.298793511
174,29.80024236,-0.333793511
175,29.80024236,-0.36879351
176,29.80024236,-0.40379351
177,29.80024236,-0.43879351
178,29.80024236,-0.47379351
179,29.80024236,-0.50879351
180,29.80024236,-0.54379351
181,29.80024236,-0.57879351
182,29.80024236,-0.613793509
183,29.80024236,-0.648793509
184,29.80024236,-0.683793509
185,29.80024236,-0.718793509
186,29.80024236,-0.753793509
187,29.80024236,-0.788793509
188,29.80024236,-0.823793509
189,29.80024236,-0.858793508
190,29.80024236,-0.893793508
191,29.80024236,-0.928793508
192,29.80024236,-0.963793508
193,29.80024236,-0.998793508
194,29.80024236,-1.033793508
195,29.80024236,-1.068793508
196,29.80024236,-1.103793507
197,29.80024236,-1.138793507
198,29.80024236,-1.173793507
199,29.80024236,-1.208793507
200,29.80024236,-1.243793507
201,29.80024236,-1.278793507
202,29.80024236,-1.313793507
203,29.83524236,0.226206487
204,29.83524236,0.191206487
205,29.83524236,0.156206487
206,29.83524236,0.121206488
207,29.83524236,0.086206488
208,29.83524236,0.051206488
209,29.83524236,0.016206488
210,29.83524236,-0.018793512
211,29.83524236,-0.053793512
212,29.83524236,-0.088793512
213,29.83524236,-0.123793511
214,29.83524236,-0.158793511
215,29.83524236,-0.193793511
216,29.83524236,-0.228793511
217,29.83524236,-0.263793511
218,29.83524236,-0.298793511
219,29.83524236,-0.333793511
220,29.83524236,-0.36879351
221,29.83524236,-0.40379351
222,29.83524236,-0.43879351
223,29.83524236,-0.47379351
224,29.83524236,-0.50879351
225,29.83524236,-0.54379351
226,29.83524236,-0.57879351
227,29.83524236,-0.613793509
228,29.83524236,-0.648793509
229,29.83524236,-0.683793509
230,29.83524236,-0.718793509
231,29.83524236,-0.753793509
232,29.83524236,-0.788793509
233,29.83524236,-0.823793509
234,29.83524236,-0.858793508
235,29.83524236,-0.893793508
236,29.83524236,-0.928793508
237,29.83524236,-0.963793508
238,29.83524236,-0.998793508
239,29.83524236,-1.033793508
240,29.83524236,-1.068793508
241,29.83524236,-1.103793507
242,29.83524236,-1.138793507
243,29.83524236,-1.173793507
244,29.83524236,-1.208793507
245,29.83524236,-1.243793507
246,29.83524236,-1.278793507
247,29.83524236,-1.313793507
248,29.87024236,0.366206487
249,29.87024236,0.331206487
250,29.87024236,0.296206487
251,29.87024236,0.261206487
252,29.87024236,0.226206487
253,29.87024236,0.191206487
254,29.87024236,0.156206487
255,29.87024236,0.121206488
256,29.87024236,0.086206488
257,29.87024236,0.051206488
258,29.87024236,0.016206488
259,29.87024236,-0.018793512
260,29.87024236,-0.053793512
261,29.87024236,-0.088793512
262,29.87024236,-0.123793511
263,29.87024236,-0.158793511
264,29.87024236,-0.193793511
265,29.87024236,-0.228793511
266,29.87024236,-0.263793511
267,29.87024236,-0.298793511
268,29.87024236,-0.333793511
269,29.87024236,-0.36879351
270,29.87024236,-0.40379351
271,29.87024236,-0.43879351
272,29.87024236,-0.47379351
273,29.87024236,-0.50879351
274,29.87024236,-0.54379351
275,29.87024236,-0.57879351
276,29.87024236,-0.613793509
277,29.87024236,-0.648793509
278,29.87024236,-0.683793509
279,29.87024236,-0.718793509
280,29.87024236,-0.753793509
281,29.87024236,-0.788793509
282,29.87024236,-0.823793509
283,29.87024236,-0.858793508
284,29.87024236,-0.893793508
285,29.87024236,-0.928793508
286,29.87024236,-0.963793508
287,29.87024236,-0.998793508
288,29.87024236,-1.033793508
289,29.87024236,-1.068793508
290,29.87024236,-1.103793507
291,29.87024236,-1.138793507
292,29.87024236,-1.173793507
293,29.87024236,-1.208793507
294,29.87024236,-1.243793507
295,29.87024236,-1.278793507
296,29.87024236,-1.313793507
297,29.87024236,-1.348793507
298,29.90524236,0.401206486
299,29.90524236,0.366206487
300,29.90524236,0.331206487
301,29.90524236,0.296206487
302,29.90524236,0.261206487
303,29.90524236,0.226206487
304,29.90524236,0.191206487
305,29.90524236,0.156206487
306,29.90524236,0.121206488
307,29.90524236,0.086206488
308,29.90524236,0.051206488
309,29.90524236,0.016206488
310,29.90524236,-0.018793512
311,29.90524236,-0.053793512
312,29.90524236,-0.088793512
313,29.90524236,-0.123793511
314,29.90524236,-0.158793511
315,29.90524236,-0.193793511
316,29.90524236,-0.228793511
317,29.90524236,-0.263793511
318,29.90524236,-0.298793511
319,29.90524236,-0.333793511
320,29.90524236,-0.36879351
321,29.90524236,-0.40379351
322,29.90524236,-0.43879351
323,29.90524236,-0.47379351
324,29.90524236,-0.50879351
325,29.90524236,-0.54379351
326,29.90524236,-0.57879351
327,29.90524236,-0.613793509
328,29.90524236,-0.648793509
329,29.90524236,-0.683793509
330,29.90524236,-0.718793509
331,29.90524236,-0.753793509
332,29.90524236,-0.788793509
333,29.90524236,-0.823793509
334,29.90524236,-0.858793508
335,29.90524236,-0.893793508
336,29.90524236,-0.928793508
337,29.90524236,-0.963793508
338,29.90524236,-0.998793508
339,29.90524236,-1.033793508
340,29.90524236,-1.068793508
341,29.90524236,-1.103793507
342,29.90524236,-1.138793507
343,29.90524236,-1.173793507
344,29.90524236,-1.208793507
345,29.90524236,-1.243793507
346,29.90524236,-1.278793507
347,29.90524236,-1.313793507
348,29.90524236,-1.348793507
349,29.90524236,-1.383793506
350,29.90524236,-1.418793506
351,29.90524236,-1.453793506
352,29.94024236,0.471206486
353,29.94024236,0.436206486
354,29.94024236,0.401206486
355,29.94024236,0.366206487
356,29.94024236,0.331206487
357,29.94024236,0.296206487
358,29.94024236,0.261206487
359,29.94024236,0.226206487
360,29.94024236,0.191206487
361,29.94024236,0.156206487
362,29.94024236,0.121206488
363,29.94024236,0.086206488
364,29.94024236,0.051206488
365,29.94024236,0.016206488
366,29.94024236,-0.018793512
367,29.94024236,-0.053793512
368,29.94024236,-0.088793512
369,29.94024236,-0.123793511
370,29.94024236,-0.158793511
371,29.94024236,-0.193793511
372,29.94024236,-0.228793511
373,29.94024236,-0.263793511
374,29.94024236,-0.298793511
375,29.94024236,-0.333793511
376,29.94024236,-0.36879351
377,29.94024236,-0.40379351
378,29.94024236,-0.43879351
379,29.94024236,-0.47379351
380,29.94024236,-0.50879351
381,29.94024236,-0.54379351
382,29.94024236,-0.57879351
383,29.94024236,-0.613793509
384,29.94024236,-0.648793509
385,29.94024236,-0.683793509
386,29.94024236,-0.718793509
387,29.94024236,-0.753793509
388,29.94024236,-0.788793509
389,29.94024236,-0.823793509
390,29.94024236,-0.858793508
391,29.94024236,-0.893793508
392,29.94024236,-0.928793508
393,29.94024236,-0.963793508
394,29.94024236,-0.998793508
395,29.94024236,-1.033793508
396,29.94024236,-1.068793508
397,29.94024236,-1.103793507
398,29.94024236,-1.138793507
399,29.94024236,-1.173793507
400,29.94024236,-1.208793507
401,29.94024236,-1.243793507
402,29.94024236,-1.278793507
403,29.94024236,-1.313793507
404,29.94024236,-1.348793507
405,29.94024236,-1.383793506
406,29.94024236,-1.418793506
407,29.94024236,-1.453793506
408,29.97524236,0.821206485
409,29.97524236,0.786206485
410,29.97524236,0.751206485
411,29.97524236,0.716206485
412,29.97524236,0.681206485
413,29.97524236,0.646206486
414,29.97524236,0.611206486
415,29.97524236,0.576206486
416,29.97524236,0.541206486
417,29.97524236,0.506206486
418,29.97524236,0.471206486
419,29.97524236,0.436206486
420,29.97524236,0.401206486
421,29.97524236,0.366206487
422,29.97524236,0.331206487
423,29.97524236,0.296206487
424,29.97524236,0.261206487
425,29.97524236,0.226206487
426,29.97524236,0.191206487
427,29.97524236,0.156206487
428,29.97524236,0.121206488
429,29.97524236,0.086206488
430,29.97524236,0.051206488
431,29.97524236,0.016206488
432,29.97524236,-0.018793512
433,29.97524236,-0.053793512
434,29.97524236,-0.088793512
435,29.97524236,-0.123793511
436,29.97524236,-0.158793511
437,29.97524236,-0.193793511
438,29.97524236,-0.228793511
439,29.97524236,-0.263793511
440,29.97524236,-0.298793511
441,29.97524236,-0.333793511
442,29.97524236,-0.36879351
443,29.97524236,-0.40379351
444,29.97524236,-0.43879351
445,29.97524236,-0.47379351
446,29.97524236,-0.50879351
447,29.97524236,-0.54379351
448,29.97524236,-0.57879351
449,29.97524236,-0.613793509
450,29.97524236,-0.648793509
451,29.97524236,-0.683793509
452,29.97524236,-0.718793509
453,29.97524236,-0.753793509
454,29.97524236,-0.788793509
455,29.97524236,-0.823793509
456,29.97524236,-0.858793508
457,29.97524236,-0.893793508
458,29.97524236,-0.928793508
459,29.97524236,-0.963793508
460,29.97524236,-0.998793508
461,29.97524236,-1.033793508
462,29.97524236,-1.068793508
463,29.97524236,-1.103793507
464,29.97524236,-1.138793507
465,29.97524236,-1.173793507
466,29.97524236,-1.208793507
467,29.97524236,-1.243793507
468,29.97524236,-1.278793507
469,29.97524236,-1.313793507
470,29.97524236,-1.348793507
471,29.97524236,-1.383793506
472,29.97524236,-1.418793506
473,29.97524236,-1.453793506
474,30.01024236,0.856206485
475,30.01024236,0.821206485
476,30.01024236,0.786206485
477,30.01024236,0.751206485
478,30.01024236,0.716206485
479,30.01024236,0.681206485
480,30.01024236,0.646206486
481,30.01024236,0.611206486
482,30.01024236,0.576206486
483,30.01024236,0.541206486
484,30.01024236,0.506206486
485,30.01024236,0.471206486
486,30.01024236,0.436206486
487,30.01024236,0.401206486
488,30.01024236,0.366206487
489,30.01024236,0.331206487
490,30.01024236,0.296206487
491,30.01024236,0.261206487
492,30.01024236,0.226206487
493,30.01024236,0.191206487
494,30.01024236,0.156206487
495,30.01024236,0.121206488
496,30.01024236,0.086206488
497,30.01024236,0.051206488
498,30.01024236,0.016206488
499,30.01024236,-0.018793512
500,30.01024236,-0.053793512
501,30.01024236,-0.088793512
502,30.01024236,-0.123793511
503,30.01024236,-0.158793511
504,30.01024236,-0.193793511
505,30.01024236,-0.228793511
506,30.01024236,-0.263793511
507,30.01024236,-0.298793511
508,30.01024236,-0.333793511
509,30.01024236,-0.36879351
510,30.01024236,-0.40379351
511,30.01024236,-0.43879351
512,30.01024236,-0.47379351
513,30.01024236,-0.50879351
514,30.01024236,-0.54379351
515,30.01024236,-0.57879351
516,30.01024236,-0.613793509
517,30.01024236,-0.648793509
518,30.01024236,-0.683793509
519,30.01024236,-0.718793509
520,30.01024236,-0.753793509
521,30.01024236,-0.788793509
522,30.01024236,-0.823793509
523,30.01024236,-0.858793508
524,30.01024236,-0.893793508
525,30.01024236,-0.928793508
526,30.01024236,-0.963793508
527,30.01024236,-0.998793508
528,30.01024236,-1.033793508
529,30.01024236,-1.068793508
530,30.01024236,-1.103793507
531,30.01024236,-1.138793507
532,30.01024236,-1.173793507
533,30.01024236,-1.208793507
534,30.01024236,-1.243793507
535,30.01024236,-1.278793507
536,30.01024236,-1.313793507
537,30.01024236,-1.348793507
538,30.01024236,-1.383793506
539,30.01024236,-1.418793506
540,30.04524236,0.856206485
541,30.04524236,0.821206485
542,30.04524236,0.786206485
543,30.04524236,0.751206485
544,30.04524236,0.716206485
545,30.04524236,0.681206485
546,30.04524236,0.646206486
547,30.04524236,0.611206486
548,30.04524236,0.576206486
549,30.04524236,0.541206486
550,30.04524236,0.506206486
551,30.04524236,0.471206486
552,30.04524236,0.436206486
553,30.04524236,0.401206486
554,30.04524236,0.366206487
555,30.04524236,0.331206487
556,30.04524236,0.296206487
557,30.04524236,0.261206487
558,30.04524236,0.226206487
559,30.04524236,0.191206487
560,30.04524236,0.156206487
561,30.04524236,0.121206488
562,30.04524236,0.086206488
563,30.04524236,0.051206488
564,30.04524236,0.016206488
565,30.04524236,-0.018793512
566,30.04524236,-0.053793512
567,30.04524236,-0.088793512
568,30.04524236,-0.123793511
569,30.04524236,-0.158793511
570,30.04524236,-0.193793511
571,30.04524236,-0.228793511
572,30.04524236,-0.263793511
573,30.04524236,-0.298793511
574,30.04524236,-0.333793511
575,30.04524236,-0.36879351
576,30.04524236,-0.40379351
577,30.04524236,-0.43879351
578,30.04524236,-0.47379351
579,30.04524236,-0.50879351
580,30.04524236,-0.54379351
581,30.04524236,-0.57879351
582,30.04524236,-0.613793509
583,30.04524236,-0.648793509
584,30.04524236,-0.683793509
585,30.04524236,-0.718793509
586,30.04524236,-0.753793509
587,30.04524236,-0.788793509
588,30.04524236,-0.823793509
589,30.04524236,-0.858793508
590,30.04524236,-0.893793508
591,30.04524236,-0.928793508
592,30.04524236,-0.963793508
593,30.04524236,-0.998793508
594,30.04524236,-1.033793508
595,30.04524236,-1.068793508
596,30.04524236,-1.103793507
597,30.04524236,-1.138793507
598,30.04524236,-1.173793507
599,30.04524236,-1.208793507
600,30.04524236,-1.243793507
601,30.04524236,-1.278793507
602,30.04524236,-1.313793507
603,30.04524236,-1.348793507
604,30.04524236,-1.383793506
605,30.04524236,-1.418793506
606,30.08024236,0.856206485
607,30.08024236,0.821206485
608,30.08024236,0.786206485
609,30.08024236,0.751206485
610,30.08024236,0.716206485
611,30.08024236,0.681206485
612,30.08024236,0.646206486
613,30.08024236,0.611206486
614,30.08024236,0.576206486
615,30.08024236,0.541206486
616,30.08024236,0.506206486
617,30.08024236,0.471206486
618,30.08024236,0.436206486
619,30.08024236,0.401206486
620,30.08024236,0.366206487
621,30.08024236,0.331206487
622,30.08024236,0.296206487
623,30.08024236,0.261206487
624,30.08024236,0.226206487
625,30.08024236,0.191206487
626,30.08024236,0.156206487
627,30.08024236,0.121206488
628,30.08024236,0.086206488
629,30.08024236,0.051206488
630,30.08024236,0.016206488
631,30.08024236,-0.018793512
632,30.08024236,-0.053793512
633,30.08024236,-0.088793512
634,30.08024236,-0.123793511
635,30.08024236,-0.158793511
636,30.08024236,-0.193793511
637,30.08024236,-0.228793511
638,30.08024236,-0.263793511
639,30.08024236,-0.298793511
640,30.08024236,-0.333793511
641,30.08024236,-0.36879351
642,30.08024236,-0.40379351
643,30.08024236,-0.43879351
644,30.08024236,-0.47379351
645,30.08024236,-0.50879351
646,30.08024236,-0.54379351
647,30.08024236,-0.57879351
648,30.08024236,-0.613793509
649,30.08024236,-0.648793509
650,30.08024236,-0.683793509
651,30.08024236,-0.718793509
652,30.08024236,-0.753793509
653,30.08024236,-0.788793509
654,30.08024236,-0.823793509
655,30.08024236,-0.858793508
656,30.08024236,-0.893793508
657,30.08024236,-0.928793508
658,30.08024236,-0.963793508
659,30.08024236,-0.998793508
660,30.08024236,-1.033793508
661,30.08024236,-1.068793508
662,30.08024236,-1.103793507
663,30.08024236,-1.138793507
664,30.08024236,-1.173793507
665,30.08024236,-1.208793507
666,30.08024236,-1.243793507
667,30.08024236,-1.278793507
668,30.08024236,-1.313793507
669,30.08024236,-1.348793507
670,30.11524236,0.856206485
671,30.11524236,0.821206485
672,30.11524236,0.786206485
673,30.11524236,0.751206485
674,30.11524236,0.716206485
675,30.11524236,0.681206485
676,30.11524236,0.646206486
677,30.11524236,0.611206486
678,30.11524236,0.576206486
679,30.11524236,0.541206486
680,30.11524236,0.506206486
681,30.11524236,0.471206486
682,30.11524236,0.436206486
683,30.11524236,0.401206486
684,30.11524236,0.366206487
685,30.11524236,0.331206487
686,30.11524236,0.296206487
687,30.11524236,0.261206487
688,30.11524236,0.226206487
689,30.11524236,0.191206487
690,30.11524236,0.156206487
691,30.11524236,0.121206488
692,30.11524236,0.086206488
693,30.11524236,0.051206488
694,30.11524236,0.016206488
695,30.11524236,-0.018793512
696,30.11524236,-0.053793512
697,30.11524236,-0.088793512
698,30.11524236,-0.123793511
699,30.11524236,-0.158793511
700,30.11524236,-0.193793511
701,30.11524236,-0.228793511
702,30.11524236,-0.263793511
703,30.11524236,-0.298793511
704,30.11524236,-0.333793511
705,30.11524236,-0.36879351
706,30.11524236,-0.40379351
707,30.11524236,-0.43879351
708,30.11524236,-0.47379351
709,30.11524236,-0.50879351
710,30.11524236,-0.54379351
711,30.11524236,-0.57879351
712,30.11524236,-0.613793509
713,30.11524236,-0.648793509
714,30.11524236,-0.683793509
715,30.11524236,-0.718793509
716,30.11524236,-0.753793509
717,30.11524236,-0.788793509
718,30.11524236,-0.823793509
719,30.11524236,-0.858793508
720,30.11524236,-0.893793508
721,30.11524236,-0.928793508
722,30.11524236,-0.963793508
723,30.11524236,-0.998793508
724,30.11524236,-1.033793508
725,30.11524236,-1.068793508
726,30.11524236,-1.103793507
727,30.11524236,-1.138793507
728,30.11524236,-1.173793507
729,30.11524236,-1.208793507
730,30.11524236,-1.243793507
731,30.11524236,-1.278793507
732,30.11524236,-1.313793507
733,30.11524236,-1.348793507
734,30.15024236,0.856206485
735,30.15024236,0.821206485
736,30.15024236,0.786206485
737,30.15024236,0.751206485
738,30.15024236,0.716206485
739,30.15024236,0.681206485
740,30.15024236,0.646206486
741,30.15024236,0.611206486
742,30.15024236,0.576206486
743,30.15024236,0.541206486
744,30.15024236,0.506206486
745,30.15024236,0.471206486
746,30.15024236,0.436206486
747,30.15024236,0.401206486
748,30.15024236,0.366206487
749,30.15024236,0.331206487
750,30.15024236,0.296206487
751,30.15024236,0.261206487
752,30.15024236,0.226206487
753,30.15024236,0.191206487
754,30.15024236,0.156206487
755,30.15024236,0.121206488
756,30.15024236,0.086206488
757,30.15024236,0.051206488
758,30.15024236,0.016206488
759,30.15024236,-0.018793512
760,30.15024236,-0.053793512
761,30.15024236,-0.088793512
762,30.15024236,-0.123793511
763,30.15024236,-0.158793511
764,30.15024236,-0.193793511
765,30.15024236,-0.228793511
766,30.15024236,-0.263793511
767,30.15024236,-0.298793511
768,30.15024236,-0.333793511
769,30.15024236,-0.36879351
770,30.15024236,-0.40379351
771,30.15024236,-0.43879351
772,30.15024236,-0.47379351
773,30.15024236,-0.50879351
774,30.15024236,-0.54379351
775,30.15024236,-0.57879351
776,30.15024236,-0.613793509
777,30.15024236,-0.648793509
778,30.15024236,-0.683793509
779,30.15024236,-0.718793509
780,30.15024236,-0.753793509
781,30.15024236,-0.788793509
782,30.15024236,-0.823793509
783,30.15024236,-0.858793508
784,30.15024236,-0.893793508
785,30.15024236,-0.928793508
786,30.15024236,-0.963793508
787,30.15024236,-0.998793508
788,30.15024236,-1.033793508
789,30.15024236,-1.068793508
790,30.15024236,-1.103793507
791,30.15024236,-1.138793507
792,30.15024236,-1.173793507
793,30.15024236,-1.208793507
794,30.15024236,-1.243793507
795,30.15024236,-1.278793507
796,30.15024236,-1.313793507
797,30.18524236,0.926206484
798,30.18524236,0.891206485
799,30.18524236,0.856206485
800,30.18524236,0.821206485
801,30.18524236,0.786206485
802,30.18524236,0.751206485
803,30.18524236,0.716206485
804,30.18524236,0.681206485
805,30.18524236,0.646206486
806,30.18524236,0.611206486
807,30.18524236,0.576206486
808,30.18524236,0.541206486
809,30.18524236,0.506206486
810,30.18524236,0.471206486
811,30.18524236,0.436206486
812,30.18524236,0.401206486
813,30.18524236,0.366206487
814,30.18524236,0.331206487
815,30.18524236,0.296206487
816,30.18524236,0.261206487
817,30.18524236,0.226206487
818,30.18524236,0.191206487
819,30.18524236,0.156206487
820,30.18524236,0.121206488
821,30.18524236,0.086206488
822,30.18524236,0.051206488
823,30.18524236,0.016206488
824,30.18524236,-0.018793512
825,30.18524236,-0.053793512
826,30.18524236,-0.088793512
827,30.18524236,-0.123793511
828,30.18524236,-0.158793511
829,30.18524236,-0.193793511
830,30.18524236,-0.228793511
831,30.18524236,-0.263793511
832,30.18524236,-0.298793511
833,30.18524236,-0.333793511
834,30.18524236,-0.36879351
835,30.18524236,-0.40379351
836,30.18524236,-0.43879351
837,30.18524236,-0.47379351
838,30.18524236,-0.50879351
839,30.18524236,-0.54379351
840,30.18524236,-0.57879351
841,30.18524236,-0.613793509
842,30.18524236,-0.648793509
843,30.18524236,-0.683793509
844,30.18524236,-0.718793509
845,30.18524236,-0.753793509
846,30.18524236,-0.788793509
847,30.18524236,-0.823793509
848,30.18524236,-0.858793508
849,30.18524236,-0.893793508
850,30.18524236,-0.928793508
851,30.18524236,-0.963793508
852,30.18524236,-0.998793508
853,30.18524236,-1.033793508
854,30.18524236,-1.068793508
855,30.18524236,-1.103793507
856,30.18524236,-1.138793507
857,30.18524236,-1.173793507
858,30.18524236,-1.208793507
859,30.18524236,-1.243793507
860,30.22024236,0.961206484
861,30.22024236,0.926206484
862,30.22024236,0.891206485
863,30.22024236,0.856206485
864,30.22024236,0.821206485
865,30.22024236,0.786206485
866,30.22024236,0.751206485
867,30.22024236,0.716206485
868,30.22024236,0.681206485
869,30.22024236,0.646206486
870,30.22024236,0.611206486
871,30.22024236,0.576206486
872,30.22024236,0.541206486
873,30.22024236,0.506206486
874,30.22024236,0.471206486
875,30.22024236,0.436206486
876,30.22024236,0.401206486
877,30.22024236,0.366206487
878,30.22024236,0.331206487
879,30.22024236,0.296206487
880,30.22024236,0.261206487
881,30.22024236,0.226206487
882,30.22024236,0.191206487
883,30.22024236,0.156206487
884,30.22024236,0.121206488
885,30.22024236,0.086206488
886,30.22024236,0.051206488
887,30.22024236,0.016206488
888,30.22024236,-0.018793512
889,30.22024236,-0.053793512
890,30.22024236,-0.088793512
891,30.22024236,-0.123793511
892,30.22024236,-0.158793511
893,30.22024236,-0.193793511
894,30.22024236,-0.228793511
895,30.22024236,-0.263793511
896,30.22024236,-0.298793511
897,30.22024236,-0.333793511
898,30.22024236,-0.36879351
899,30.22024236,-0.40379351
900,30.22024236,-0.43879351
901,30.22024236,-0.47379351
902,30.22024236,-0.50879351
903,30.22024236,-0.54379351
904,30.22024236,-0.57879351
905,30.22024236,-0.613793509
906,30.22024236,-0.648793509
907,30.22024236,-0.683793509
908,30.22024236,-0.718793509
909,30.22024236,-0.753793509
910,30.22024236,-0.788793509
911,30.22024236,-0.823793509
912,30.22024236,-0.858793508
913,30.22024236,-0.893793508
914,30.22024236,-0.928793508
915,30.22024236,-0.963793508
916,30.22024236,-0.998793508
917,30.22024236,-1.033793508
918,30.22024236,-1.068793508
919,30.22024236,-1.103793507
920,30.22024236,-1.138793507
921,30.22024236,-1.173793507
922,30.22024236,-1.208793507
923,30.22024236,-1.243793507
924,30.25524236,1.136206484
925,30.25524236,1.101206484
926,30.25524236,1.066206484
927,30.25524236,1.031206484
928,30.25524236,0.996206484
929,30.25524236,0.961206484
930,30.25524236,0.926206484
931,30.25524236,0.891206485
932,30.25524236,0.856206485
933,30.25524236,0.821206485
934,30.25524236,0.786206485
935,30.25524236,0.751206485
936,30.25524236,0.716206485
937,30.25524236,0.681206485
938,30.25524236,0.646206486
939,30.25524236,0.611206486
940,30.25524236,0.576206486
941,30.25524236,0.541206486
942,30.25524236,0.506206486
943,30.25524236,0.471206486
944,30.25524236,0.436206486
945,30.25524236,0.401206486
946,30.25524236,0.366206487
947,30.25524236,0.331206487
948,30.25524236,0.296206487
949,30.25524236,0.261206487
950,30.25524236,0.226206487
951,30.25524236,0.191206487
952,30.25524236,0.156206487
953,30.25524236,0.121206488
954,30.25524236,0.086206488
955,30.25524236,0.051206488
956,30.25524236,0.016206488
957,30.25524236,-0.018793512
958,30.25524236,-0.053793512
959,30.25524236,-0.088793512
960,30.25524236,-0.123793511
